time,target,value
0,fleet1,7.0
0,fleet2,7.0
0,loader1dt,good
0,loader1,ready
0,loader1q,0
0,loader2dt,good
0,loader2,ready
0,loader2q,0
0,s1n1dt,good
0,s1n1,L_Q
0,s2n1dt,good
0,s2n1,L_Q
0,s1n2dt,good
0,s1n2,L_Q
0,s2n2dt,good
0,s2n2,L_Q
0,s1n3dt,good
0,s1n3,L_Q
0,s2n3dt,good
0,s2n3,L_Q
0,s1n4dt,good
0,s1n4,L_Q
0,s2n4dt,good
0,s2n4,L_Q
0,s1n5dt,good
0,s1n5,L_Q
0,s2n5dt,good
0,s2n5,L_Q
0,s1n6dt,good
0,s1n6,L_Q
0,s2n6dt,good
0,s2n6,L_Q
0,s1n7dt,good
0,s1n7,L_Q
0,s2n7dt,good
0,s2n7,L_Q
0,unloaderdt,good
0,unloader,ready
0,unloaderq,0
0,truck_pile,0
0,truck_pile_max,120000
0,plant_max,1000
0,plant,0
0,plant_in,OFF
0,plant_out,OFF
0,plantdt,good
0,train_pile,0
0,train_pile_max,120000
0,rail_status,next train
0,rail_time,650
0,tons_tally,0
0,loader1q,0
0,s1n1,L_Q
0,loader1q,1
0,s1n2,L_Q
0,loader1q,2
0,s1n3,L_Q
0,loader1q,3
0,s1n4,L_Q
0,loader1q,4
0,s1n5,L_Q
0,loader1q,5
0,s1n6,L_Q
0,loader1q,6
0,s1n7,L_Q
0,loader2q,0
0,s2n1,L_Q
0,loader2q,1
0,s2n2,L_Q
0,loader2q,2
0,s2n3,L_Q
0,loader2q,3
0,s2n4,L_Q
0,loader2q,4
0,s2n5,L_Q
0,loader2q,5
0,s2n6,L_Q
0,loader2q,6
0,s2n7,L_Q
0,rail_status,next train
0,rail_time,650
0,loader1q,6
0,s1n1,loader1
0,loader1,s1n1
0,loader2q,6
0,s2n1,loader2
0,loader2,s2n1
3,plant,0
3,plant_in,OFF
6,plant,0
6,plant_in,OFF
9,plant,0
9,plant_in,OFF
12,plant,0
12,plant_in,OFF
15,plant,0
15,plant_in,OFF
18,plant,0
18,plant_in,OFF
21,plant,0
21,plant_in,OFF
24,plant,0
24,plant_in,OFF
27,plant,0
27,plant_in,OFF
30,plant,0
30,plant_in,OFF
33,plant,0
33,plant_in,OFF
36,plant,0
36,plant_in,OFF
39,plant,0
39,plant_in,OFF
42,plant,0
42,plant_in,OFF
45,plant,0
45,plant_in,OFF
48,plant,0
48,plant_in,OFF
51,plant,0
51,plant_in,OFF
54,plant,0
54,plant_in,OFF
57,plant,0
57,plant_in,OFF
60,plant,0
60,plant_in,OFF
63,plant,0
63,plant_in,OFF
66,plant,0
66,plant_in,OFF
69,plant,0
69,plant_in,OFF
72,plant,0
72,plant_in,OFF
75,plant,0
75,plant_in,OFF
78,plant,0
78,plant_in,OFF
81,plant,0
81,plant_in,OFF
84,plant,0
84,plant_in,OFF
87,plant,0
87,plant_in,OFF
90,plant,0
90,plant_in,OFF
93,plant,0
93,plant_in,OFF
96,plant,0
96,plant_in,OFF
99,plant,0
99,plant_in,OFF
102,plant,0
102,plant_in,OFF
105,plant,0
105,plant_in,OFF
108,plant,0
108,plant_in,OFF
111,plant,0
111,plant_in,OFF
114,plant,0
114,plant_in,OFF
117,plant,0
117,plant_in,OFF
120,plant,0
120,plant_in,OFF
121.74184006304057,loader1,ready
121.74184006304057,s1n1,287.3t
121.74184006304057,loader1q,5
121.74184006304057,s1n2,loader1
121.74184006304057,loader1,s1n2
123,plant,0
123,plant_in,OFF
126,plant,0
126,plant_in,OFF
126.33721767756148,loader2,ready
126.33721767756148,s2n1,296.9t
126.33721767756148,loader2q,5
126.33721767756148,s2n2,loader2
126.33721767756148,loader2,s2n2
129,plant,0
129,plant_in,OFF
132,plant,0
132,plant_in,OFF
135,plant,0
135,plant_in,OFF
138,plant,0
138,plant_in,OFF
141,plant,0
141,plant_in,OFF
144,plant,0
144,plant_in,OFF
146.70315628165417,s1n1,U_Q
146.70315628165417,unloaderq,0
146.70315628165417,unloaderq,0
146.70315628165417,s1n1,unloader
146.70315628165417,unloader,s1n1
147,plant,0
147,plant_in,OFF
148.08016473830503,unloader,ready
148.08016473830503,truck_pile,287.2979861786409
148.08016473830503,s1n1,0t
150,plant,0
150,plant_in,OFF
150,truck_pile,37.29798617864088
150,plant_in,ON
152.56256257114882,s2n1,U_Q
152.56256257114882,unloaderq,0
152.56256257114882,unloaderq,0
152.56256257114882,s2n1,unloader
152.56256257114882,unloader,s2n1
153,plant,250
153,plant_in,OFF
154.01526078279295,unloader,ready
154.01526078279295,truck_pile,334.19454634565136
154.01526078279295,s2n1,0t
156,plant,250
156,plant_in,OFF
156,truck_pile,84.19454634565136
156,plant_in,ON
159,plant,500
159,plant_in,OFF
161.71723325912788,s1n1,L_Q
161.71723325912788,loader1q,6
161.71723325912788,s1n1,L_Q
162,plant,500
162,plant_in,OFF
165,plant,500
165,plant_in,OFF
168,plant,500
168,plant_in,OFF
169.33096570303368,s2n1,L_Q
169.33096570303368,loader2q,6
169.33096570303368,s2n1,L_Q
171,plant,500
171,plant_in,OFF
174,plant,500
174,plant_in,OFF
177,plant,500
177,plant_in,OFF
180,plant,500
180,plant_in,OFF
183,plant,500
183,plant_in,OFF
186,plant,500
186,plant_in,OFF
189,plant,500
189,plant_in,OFF
192,plant,500
192,plant_in,OFF
195,plant,500
195,plant_in,OFF
198,plant,500
198,plant_in,OFF
201,plant,500
201,plant_in,OFF
204,plant,500
204,plant_in,OFF
207,plant,500
207,plant_in,OFF
210,plant,500
210,plant_in,OFF
213,plant,500
213,plant_in,OFF
216,plant,500
216,plant_in,OFF
219,plant,500
219,plant_in,OFF
222,plant,500
222,plant_in,OFF
225,plant,500
225,plant_in,OFF
228,plant,500
228,plant_in,OFF
230.11279235627242,loader1,ready
230.11279235627242,s1n2,275.3t
230.11279235627242,loader1q,5
230.11279235627242,s1n3,loader1
230.11279235627242,loader1,s1n3
231,plant,500
231,plant_in,OFF
234,plant,500
234,plant_in,OFF
235.29342430842902,loader2,ready
235.29342430842902,s2n2,273.2t
235.29342430842902,loader2q,5
235.29342430842902,s2n3,loader2
235.29342430842902,loader2,s2n3
237,plant,500
237,plant_in,OFF
240,plant,500
240,plant_in,OFF
243,plant,500
243,plant_in,OFF
246,plant,500
246,plant_in,OFF
249,plant,500
249,plant_in,OFF
252,plant,500
252,plant_in,OFF
255,plant,500
255,plant_in,OFF
256.7634042811345,s1n2,U_Q
256.7634042811345,unloaderq,0
256.7634042811345,unloaderq,0
256.7634042811345,s1n2,unloader
256.7634042811345,unloader,s1n2
258,plant,500
258,plant_in,OFF
258.122371907667,unloader,ready
258.122371907667,truck_pile,359.5043425973893
258.122371907667,s1n2,0t
259.30267842261304,s2n2,U_Q
259.30267842261304,unloaderq,0
259.30267842261304,unloaderq,0
259.30267842261304,s2n2,unloader
259.30267842261304,unloader,s2n2
260.76100396995065,unloader,ready
260.76100396995065,truck_pile,632.7330008353442
260.76100396995065,s2n2,0t
261,plant,500
261,plant_in,OFF
261,truck_pile,382.7330008353442
261,plant_in,ON
264,plant,750
264,plant_in,OFF
264,truck_pile,132.73300083534423
264,plant_in,ON
267,plant,1000
267,plant_in,OFF
267,plant_in,OFF
267,plant,1000
267,plant_out,ON
267,plant,750
270,train_pile,125.0
270,plant_out,OFF
270,plant_out,ON
270,plant,500
272.7221511746003,s1n2,L_Q
272.7221511746003,loader1q,6
272.7221511746003,s1n2,L_Q
273,train_pile,250.0
273,plant_out,OFF
273,plant_out,ON
273,plant,250
275.5221743287073,s2n2,L_Q
275.5221743287073,loader2q,6
275.5221743287073,s2n2,L_Q
276,train_pile,375.0
276,plant_out,OFF
276,plant_out,ON
276,plant,0
279,train_pile,500.0
279,plant_out,OFF
344.0387706413725,loader1,ready
344.0387706413725,s1n3,291.8t
344.0387706413725,loader1dt,down
357.9746227381979,loader2,ready
357.9746227381979,s2n3,306.1t
357.9746227381979,loader2q,5
357.9746227381979,s2n4,loader2
357.9746227381979,loader2,s2n4
369.5559858781989,s1n3,U_Q
369.5559858781989,unloaderq,0
369.5559858781989,unloaderq,0
369.5559858781989,s1n3,unloader
369.5559858781989,unloader,s1n3
371.0187036644271,unloader,ready
371.0187036644271,truck_pile,424.49662668594505
371.0187036644271,s1n3,0t
384.05820847361684,s2n3,U_Q
384.05820847361684,unloaderq,0
384.05820847361684,unloaderq,0
384.05820847361684,s2n3,unloader
384.05820847361684,unloader,s2n3
384.6724313494215,s1n3,L_Q
384.6724313494215,loader1q,7
384.6724313494215,s1n3,L_Q
385.42107122276104,unloader,ready
385.42107122276104,truck_pile,730.6387790854608
385.42107122276104,s2n3,0t
401.6048472657979,s2n3,L_Q
401.6048472657979,loader2q,6
401.6048472657979,s2n3,L_Q
479.44177745457165,loader2,ready
479.44177745457165,s2n4,286.1t
479.44177745457165,loader2q,5
479.44177745457165,s2n5,loader2
479.44177745457165,loader2,s2n5
503.20515595864697,s2n4,U_Q
503.20515595864697,unloaderq,0
503.20515595864697,unloaderq,0
503.20515595864697,s2n4,unloader
503.20515595864697,unloader,s2n4
504.82164234839865,unloader,ready
504.82164234839865,truck_pile,1016.7078351383309
504.82164234839865,s2n4,0t
518.7988645593,s2n4,L_Q
518.7988645593,loader2q,6
518.7988645593,s2n4,L_Q
590,rail_status,cancel
590,rail_time,590
590,rail_status,next train
590,rail_time,1240
594.7666107878317,loader2,ready
594.7666107878317,s2n5,288.4t
594.7666107878317,loader2q,5
594.7666107878317,s2n6,loader2
594.7666107878317,loader2,s2n6
621.9243330919361,s2n5,U_Q
621.9243330919361,unloaderq,0
621.9243330919361,unloaderq,0
621.9243330919361,s2n5,unloader
621.9243330919361,unloader,s2n5
623.4250163662896,unloader,ready
623.4250163662896,truck_pile,1305.0982393356658
623.4250163662896,s2n5,0t
637.6514453580514,s2n5,L_Q
637.6514453580514,loader2q,6
637.6514453580514,s2n5,L_Q
721.1492058325816,loader2,ready
721.1492058325816,s2n6,327.4t
721.1492058325816,loader2q,5
721.1492058325816,s2n7,loader2
721.1492058325816,loader2,s2n7
744.748338491253,s2n6,U_Q
744.748338491253,unloaderq,0
744.748338491253,unloaderq,0
744.748338491253,s2n6,unloader
744.748338491253,unloader,s2n6
746.2344822706084,unloader,ready
746.2344822706084,truck_pile,1632.5345151750394
746.2344822706084,s2n6,0t
761.8250300505279,s2n6,L_Q
761.8250300505279,loader2q,6
761.8250300505279,s2n6,L_Q
835.297200051204,loader2,ready
835.297200051204,s2n7,277.6t
835.297200051204,loader2q,5
835.297200051204,s2n1,loader2
835.297200051204,loader2,s2n1
862.5751991432805,s2n7,U_Q
862.5751991432805,unloaderq,0
862.5751991432805,unloaderq,0
862.5751991432805,s2n7,unloader
862.5751991432805,unloader,s2n7
864.1223329364873,unloader,ready
864.1223329364873,truck_pile,1910.1359776374625
864.1223329364873,s2n7,0t
880.4723653467125,s2n7,L_Q
880.4723653467125,loader2q,6
880.4723653467125,s2n7,L_Q
947.4668921340123,loader2,ready
947.4668921340123,s2n1,276.3t
947.4668921340123,loader2q,5
947.4668921340123,s2n2,loader2
947.4668921340123,loader2,s2n2
973.4546803087437,s2n1,U_Q
973.4546803087437,unloaderq,0
973.4546803087437,unloaderq,0
973.4546803087437,s2n1,unloader
973.4546803087437,unloader,s2n1
975.1008934489373,unloader,ready
975.1008934489373,truck_pile,2186.470620616742
975.1008934489373,s2n1,0t
990.1278798997351,s2n1,L_Q
990.1278798997351,loader2q,6
990.1278798997351,s2n1,L_Q
1062.894444335189,loader2,ready
1062.894444335189,s2n2,289.0t
1062.894444335189,loader2q,5
1062.894444335189,s2n3,loader2
1062.894444335189,loader2,s2n3
1086.9844255280059,s2n2,U_Q
1086.9844255280059,unloaderq,0
1086.9844255280059,unloaderq,0
1086.9844255280059,s2n2,unloader
1086.9844255280059,unloader,s2n2
1088.4157982217987,unloader,ready
1088.4157982217987,truck_pile,2475.4425853722187
1088.4157982217987,s2n2,0t
1099.227048722699,s1n2dt,down
1103.0556810892508,s2n2,L_Q
1103.0556810892508,loader2q,6
1103.0556810892508,s2n2,L_Q
1146.496620949989,loader1dt,good
1146.496620949989,loader1q,5
1146.496620949989,s1n4,loader1
1146.496620949989,loader1,s1n4
1173.2238529374783,loader2,ready
1173.2238529374783,s2n3,304.8t
1173.2238529374783,loader2q,5
1173.2238529374783,s2n4,loader2
1173.2238529374783,loader2,s2n4
1180,rail_status,cancel
1180,rail_time,1180
1180,rail_status,next train
1180,rail_time,1830
1196.4162360885366,s2n3,U_Q
1196.4162360885366,unloaderq,0
1196.4162360885366,unloaderq,0
1196.4162360885366,s2n3,unloader
1196.4162360885366,unloader,s2n3
1197.873471875885,unloader,ready
1197.873471875885,truck_pile,2780.2805185299585
1197.873471875885,s2n3,0t
1213.144032579114,s2n3,L_Q
1213.144032579114,loader2q,6
1213.144032579114,s2n3,L_Q
1260.6287532123592,loader1,ready
1260.6287532123592,s1n4,328.3t
1260.6287532123592,loader1q,4
1260.6287532123592,s1n5,loader1
1260.6287532123592,loader1,s1n5
1284.8779795497587,s1n4,U_Q
1284.8779795497587,unloaderq,0
1284.8779795497587,unloaderq,0
1284.8779795497587,s1n4,unloader
1284.8779795497587,unloader,s1n4
1286.3917220735807,unloader,ready
1286.3917220735807,truck_pile,3108.6270153030264
1286.3917220735807,s1n4,0t
1302.0364516580491,s1n4,L_Q
1302.0364516580491,loader1q,5
1302.0364516580491,s1n4,L_Q
1305.0986700363205,loader2,ready
1305.0986700363205,s2n4,318.6t
1305.0986700363205,loader2q,5
1305.0986700363205,s2n5,loader2
1305.0986700363205,loader2,s2n5
1306.7111245313781,s1n6dt,down
1328.249045780909,s2n4,U_Q
1328.249045780909,unloaderq,0
1328.249045780909,unloaderq,0
1328.249045780909,s2n4,unloader
1328.249045780909,unloader,s2n4
1329.8312400438735,unloader,ready
1329.8312400438735,truck_pile,3427.2666973207397
1329.8312400438735,s2n4,0t
1346.151676223292,s2n4,L_Q
1346.151676223292,loader2q,6
1346.151676223292,s2n4,L_Q
1369.9610815695912,loader1,ready
1369.9610815695912,s1n5,314.7t
1369.9610815695912,loader1q,3
1369.9610815695912,s1n7,loader1
1369.9610815695912,loader1,s1n7
1393.1904606961787,s1n5,U_Q
1393.1904606961787,unloaderq,0
1393.1904606961787,unloaderq,0
1393.1904606961787,s1n5,unloader
1393.1904606961787,unloader,s1n5
1394.6189065277965,unloader,ready
1394.6189065277965,truck_pile,3741.928996722736
1394.6189065277965,s1n5,0t
1408.1732631505065,s1n5,L_Q
1408.1732631505065,loader1q,4
1408.1732631505065,s1n5,L_Q
1421.3364763930413,loader2,ready
1421.3364763930413,s2n5,312.5t
1421.3364763930413,loader2q,5
1421.3364763930413,s2n6,loader2
1421.3364763930413,loader2,s2n6
1445.0831984494869,s2n5,U_Q
1445.0831984494869,unloaderq,0
1445.0831984494869,unloaderq,0
1445.0831984494869,s2n5,unloader
1445.0831984494869,unloader,s2n5
1446.7060494854234,unloader,ready
1446.7060494854234,truck_pile,4054.4516300227388
1446.7060494854234,s2n5,0t
1461.2320712702453,s2n5,L_Q
1461.2320712702453,loader2q,6
1461.2320712702453,s2n5,L_Q
1494.8111143636147,loader1,ready
1494.8111143636147,s1n7,289.6t
1494.8111143636147,loader1q,3
1494.8111143636147,s1n1,loader1
1494.8111143636147,loader1,s1n1
1519.2373810749873,s1n7,U_Q
1519.2373810749873,unloaderq,0
1519.2373810749873,unloaderq,0
1519.2373810749873,s1n7,unloader
1519.2373810749873,unloader,s1n7
1520.6253925360957,unloader,ready
1520.6253925360957,truck_pile,4344.028194469181
1520.6253925360957,s1n7,0t
1536.1317166378644,s1n7,L_Q
1536.1317166378644,loader1q,4
1536.1317166378644,s1n7,L_Q
1537.3533720403227,loader2,ready
1537.3533720403227,s2n6,290.4t
1537.3533720403227,loader2q,5
1537.3533720403227,s2n7,loader2
1537.3533720403227,loader2,s2n7
1549.5131223380408,s1n2dt,good
1549.5131223380408,loader1q,5
1549.5131223380408,s1n2,L_Q
1561.446851311709,s2n6,U_Q
1561.446851311709,unloaderq,0
1561.446851311709,unloaderq,0
1561.446851311709,s2n6,unloader
1561.446851311709,unloader,s2n6
1562.813026409208,unloader,ready
1562.813026409208,truck_pile,4634.40805317259
1562.813026409208,s2n6,0t
1578.862714799558,s2n6,L_Q
1578.862714799558,loader2q,6
1578.862714799558,s2n6,L_Q
1620.2222188704873,loader1,ready
1620.2222188704873,s1n1,284.9t
1620.2222188704873,loader1q,4
1620.2222188704873,s1n3,loader1
1620.2222188704873,loader1,s1n3
1643.4194385028295,s1n1,U_Q
1643.4194385028295,unloaderq,0
1643.4194385028295,unloaderq,0
1643.4194385028295,s1n1,unloader
1643.4194385028295,unloader,s1n1
1644.8152764190243,unloader,ready
1644.8152764190243,truck_pile,4919.261313148685
1644.8152764190243,s1n1,0t
1658.7782272129846,s1n1,L_Q
1658.7782272129846,loader1q,5
1658.7782272129846,s1n1,L_Q
1667.4730064423006,loader2,ready
1667.4730064423006,s2n7,314.8t
1667.4730064423006,loader2q,5
1667.4730064423006,s2n1,loader2
1667.4730064423006,loader2,s2n1
1693.515619943654,s2n7,U_Q
1693.515619943654,unloaderq,0
1693.515619943654,unloaderq,0
1693.515619943654,s2n7,unloader
1693.515619943654,unloader,s2n7
1694.9058120543343,unloader,ready
1694.9058120543343,truck_pile,5234.0222622393185
1694.9058120543343,s2n7,0t
1695,truck_pile,4984.0222622393185
1695,plant_in,ON
1698,plant,250
1698,plant_in,OFF
1698,truck_pile,4734.0222622393185
1698,plant_in,ON
1701,plant,500
1701,plant_in,OFF
1701,truck_pile,4484.0222622393185
1701,plant_in,ON
1704,plant,750
1704,plant_in,OFF
1704,truck_pile,4234.0222622393185
1704,plant_in,ON
1707,plant,1000
1707,plant_in,OFF
1707,plant_in,OFF
1707,plant,1000
1707,truck_pile,3984.0222622393185
1707,plant_in,ON
1707,plant_out,ON
1707,plant,1000
1709.7293740443592,s2n7,L_Q
1709.7293740443592,loader2q,6
1709.7293740443592,s2n7,L_Q
1710,train_pile,625.0
1710,plant_out,OFF
1710,plant,1000
1710,plant_in,OFF
1710,plant_out,ON
1710,plant,750
1710,truck_pile,3734.0222622393185
1710,plant_in,ON
1713,train_pile,750.0
1713,plant_out,OFF
1713,plant,1000
1713,plant_in,OFF
1713,plant_out,ON
1713,plant,750
1713,truck_pile,3484.0222622393185
1713,plant_in,ON
1716,train_pile,875.0
1716,plant_out,OFF
1716,plant,1000
1716,plant_in,OFF
1716,plant_out,ON
1716,plant,750
1716,truck_pile,3234.0222622393185
1716,plant_in,ON
1719,train_pile,1000.0
1719,plant_out,OFF
1719,plant,1000
1719,plant_in,OFF
1719,plant_out,ON
1719,plant,750
1719,truck_pile,2984.0222622393185
1719,plant_in,ON
1722,train_pile,1125.0
1722,plant_out,OFF
1722,plant,1000
1722,plant_in,OFF
1722,plant_out,ON
1722,plant,750
1722,truck_pile,2734.0222622393185
1722,plant_in,ON
1725,train_pile,1250.0
1725,plant_out,OFF
1725,plant,1000
1725,plant_in,OFF
1725,plant_out,ON
1725,plant,750
1725,truck_pile,2484.0222622393185
1725,plant_in,ON
1728,train_pile,1375.0
1728,plant_out,OFF
1728,plant,1000
1728,plant_in,OFF
1728,plant_out,ON
1728,plant,750
1728,truck_pile,2234.0222622393185
1728,plant_in,ON
1731,train_pile,1500.0
1731,plant_out,OFF
1731,plant,1000
1731,plant_in,OFF
1731,plant_out,ON
1731,plant,750
1731,truck_pile,1984.0222622393185
1731,plant_in,ON
1734,train_pile,1625.0
1734,plant_out,OFF
1734,plant,1000
1734,plant_in,OFF
1734,plant_out,ON
1734,plant,750
1734,truck_pile,1734.0222622393185
1734,plant_in,ON
1737,train_pile,1750.0
1737,plant_out,OFF
1737,plant,1000
1737,plant_in,OFF
1737,plant_out,ON
1737,plant,750
1737,truck_pile,1484.0222622393185
1737,plant_in,ON
1740,train_pile,1875.0
1740,plant_out,OFF
1740,plant,1000
1740,plant_in,OFF
1740,plant_out,ON
1740,plant,750
1740,truck_pile,1234.0222622393185
1740,plant_in,ON
1743,train_pile,2000.0
1743,plant_out,OFF
1743,plant,1000
1743,plant_in,OFF
1743,plant_out,ON
1743,plant,750
1743,truck_pile,984.0222622393185
1743,plant_in,ON
1746,train_pile,2125.0
1746,plant_out,OFF
1746,plant,1000
1746,plant_in,OFF
1746,plant_out,ON
1746,plant,750
1746,truck_pile,734.0222622393185
1746,plant_in,ON
1749,train_pile,2250.0
1749,plant_out,OFF
1749,plant,1000
1749,plant_in,OFF
1749,plant_out,ON
1749,plant,750
1749,truck_pile,484.0222622393185
1749,plant_in,ON
1749.9516345229968,loader1,ready
1749.9516345229968,s1n3,290.6t
1749.9516345229968,loader1q,4
1749.9516345229968,s1n4,loader1
1749.9516345229968,loader1,s1n4
1752,train_pile,2375.0
1752,plant_out,OFF
1752,plant,1000
1752,plant_in,OFF
1752,plant_out,ON
1752,plant,750
1752,truck_pile,234.02226223931848
1752,plant_in,ON
1755,train_pile,2500.0
1755,plant_out,OFF
1755,plant,1000
1755,plant_in,OFF
1755,plant_out,ON
1755,plant,750
1758,train_pile,2625.0
1758,plant_out,OFF
1758,plant_out,ON
1758,plant,500
1761,train_pile,2750.0
1761,plant_out,OFF
1761,plant_out,ON
1761,plant,250
1764,train_pile,2875.0
1764,plant_out,OFF
1764,plant_out,ON
1764,plant,0
1767,train_pile,3000.0
1767,plant_out,OFF
1770,rail_status,cancel
1770,rail_time,1770
1770,rail_status,next train
1770,rail_time,2420
1775.7805436369563,s1n3,U_Q
1775.7805436369563,unloaderq,0
1775.7805436369563,unloaderq,0
1775.7805436369563,s1n3,unloader
1775.7805436369563,unloader,s1n3
1777.2466990049559,unloader,ready
1777.2466990049559,truck_pile,524.6604116402673
1777.2466990049559,s1n3,0t
1781.3607102534488,loader2,ready
1781.3607102534488,s2n1,294.4t
1781.3607102534488,loader2q,5
1781.3607102534488,s2n2,loader2
1781.3607102534488,loader2,s2n2
1790.959472141832,s1n3,L_Q
1790.959472141832,loader1q,5
1790.959472141832,s1n3,L_Q
1804.9352723138911,s2n1,U_Q
1804.9352723138911,unloaderq,0
1804.9352723138911,unloaderq,0
1804.9352723138911,s2n1,unloader
1804.9352723138911,unloader,s2n1
1806.5448061570298,unloader,ready
1806.5448061570298,truck_pile,819.0311787113212
1806.5448061570298,s2n1,0t
1822.641474055689,s2n1,L_Q
1822.641474055689,loader2q,6
1822.641474055689,s2n1,L_Q
1868.5341225885352,loader1,ready
1868.5341225885352,s1n4,289.2t
1868.5341225885352,loader1q,4
1868.5341225885352,s1n5,loader1
1868.5341225885352,loader1,s1n5
1891.707374828872,s1n4,U_Q
1891.707374828872,unloaderq,0
1891.707374828872,unloaderq,0
1891.707374828872,s1n4,unloader
1891.707374828872,unloader,s1n4
1893.2964253648718,unloader,ready
1893.2964253648718,truck_pile,1108.2273674779549
1893.2964253648718,s1n4,0t
1898.99715852892,loader2,ready
1898.99715852892,s2n2,287.3t
1898.99715852892,loader2q,5
1898.99715852892,s2n3,loader2
1898.99715852892,loader2,s2n3
1909.0661642560326,s1n4,L_Q
1909.0661642560326,loader1q,5
1909.0661642560326,s1n4,L_Q
1926.0901975933045,s2n2,U_Q
1926.0901975933045,unloaderq,0
1926.0901975933045,unloaderq,0
1926.0901975933045,s2n2,unloader
1926.0901975933045,unloader,s2n2
1927.453959631822,unloader,ready
1927.453959631822,truck_pile,1395.5005862669732
1927.453959631822,s2n2,0t
1942.390468109505,s2n2,L_Q
1942.390468109505,loader2q,6
1942.390468109505,s2n2,L_Q
1958.9872039056281,s1n6dt,good
1958.9872039056281,loader1q,6
1958.9872039056281,s1n6,L_Q
1980.6882654401388,loader1,ready
1980.6882654401388,s1n5,276.3t
1980.6882654401388,loader1q,5
1980.6882654401388,s1n7,loader1
1980.6882654401388,loader1,s1n7
1991.20188918267,s1n1dt,down
