time,target,value
4101,plant_out,OFF
4101,plant,1000
4101,plant_in,OFF
4101,plant_out,ON
4101,plant,750
4101,truck_pile,1545.9877282733942
4101,plant_in,ON
4101.216988437653,loader2,ready
4101.216988437653,s2n7,312.4t
4101.216988437653,loader2q,3
4101.216988437653,s2n2,loader2
4101.216988437653,loader2,s2n2
4104,train_pile,7000.0
4104,plant_out,OFF
4104,plant,1000
4104,plant_in,OFF
4104,plant_out,ON
4104,plant,750
4104,truck_pile,1295.9877282733942
4104,plant_in,ON
4107,train_pile,7125.0
4107,plant_out,OFF
4107,plant,1000
4107,plant_in,OFF
4107,plant_out,ON
4107,plant,750
4107,truck_pile,1045.9877282733942
4107,plant_in,ON
4110,train_pile,7250.0
4110,plant_out,OFF
4110,plant,1000
4110,plant_in,OFF
4110,plant_out,ON
4110,plant,750
4110,truck_pile,795.9877282733942
4110,plant_in,ON
4113,train_pile,7375.0
4113,plant_out,OFF
4113,plant,1000
4113,plant_in,OFF
4113,plant_out,ON
4113,plant,750
4113,truck_pile,545.9877282733942
4113,plant_in,ON
4116,train_pile,7500.0
4116,plant_out,OFF
4116,plant,1000
4116,plant_in,OFF
4116,plant_out,ON
4116,plant,750
4116,truck_pile,295.98772827339417
4116,plant_in,ON
4119,train_pile,7625.0
4119,plant_out,OFF
4119,plant,1000
4119,plant_in,OFF
4119,plant_out,ON
4119,plant,750
4119,truck_pile,45.98772827339417
4119,plant_in,ON
4122,train_pile,7750.0
4122,plant_out,OFF
4122,plant,1000
4122,plant_in,OFF
4122,plant_out,ON
4122,plant,750
4125,train_pile,7875.0
4125,plant_out,OFF
4125,plant_out,ON
4125,plant,500
4128,train_pile,8000.0
4128,plant_out,OFF
4128,plant_out,ON
4128,plant,250
4128.514870654759,s2n7,U_Q
4128.514870654759,unloaderq,0
4128.514870654759,unloaderq,0
4128.514870654759,s2n7,unloader
4128.514870654759,unloader,s2n7
4130,rail_status,cancel
4130,rail_time,4130
4130,rail_status,next train
4130,rail_time,4780
4130.135975937817,unloader,ready
4130.135975937817,truck_pile,358.36441308521535
4130.135975937817,s2n7,0t
4131,train_pile,8125.0
4131,plant_out,OFF
4131,plant_out,ON
4131,plant,0
4134,train_pile,8250.0
4134,plant_out,OFF
4146.047728634084,s2n7,L_Q
4146.047728634084,loader2q,4
4146.047728634084,s2n7,L_Q
4156.25298660045,loader1,ready
4156.25298660045,s1n1,297.4t
4156.25298660045,loader1q,3
4156.25298660045,s1n3,loader1
4156.25298660045,loader1,s1n3
4180.713726679373,s1n1,U_Q
4180.713726679373,unloaderq,0
4180.713726679373,unloaderq,0
4180.713726679373,s1n1,unloader
4180.713726679373,unloader,s1n1
4182.10694377507,unloader,ready
4182.10694377507,truck_pile,655.737990178436
4182.10694377507,s1n1,0t
4197.663939329737,s1n1,L_Q
4197.663939329737,loader1q,4
4197.663939329737,s1n1,L_Q
4232.189475196696,loader2,ready
4232.189475196696,s2n2,328.2t
4232.189475196696,loader2q,3
4232.189475196696,s2n3,loader2
4232.189475196696,loader2,s2n3
4258.0454160532545,s2n2,U_Q
4258.0454160532545,unloaderq,0
4258.0454160532545,unloaderq,0
4258.0454160532545,s2n2,unloader
4258.0454160532545,unloader,s2n2
4259.4231216205735,unloader,ready
4259.4231216205735,truck_pile,983.8931941175703
4259.4231216205735,s2n2,0t
4271.361370956569,loader1,ready
4271.361370956569,s1n3,322.5t
4271.361370956569,loader1q,3
4271.361370956569,s1n6,loader1
4271.361370956569,loader1,s1n6
4274.014694901805,s2n1dt,good
4274.34633111475,s2n2,L_Q
4274.34633111475,loader2q,4
4274.34633111475,s2n2,L_Q
4281.620860602281,s2n1,L_Q
4281.620860602281,loader2q,5
4281.620860602281,s2n1,L_Q
4298.61421245323,s1n3,U_Q
4298.61421245323,unloaderq,0
4298.61421245323,unloaderq,0
4298.61421245323,s1n3,unloader
4298.61421245323,unloader,s1n3
4300.249790880287,unloader,ready
4300.249790880287,truck_pile,1306.3527715678883
4300.249790880287,s1n3,0t
4316.519718073349,s1n3,L_Q
4316.519718073349,loader1q,4
4316.519718073349,s1n3,L_Q
4348.84073166958,plantdt,down
4359.139412214787,loader2,ready
4359.139412214787,s2n3,298.2t
4359.139412214787,loader2q,4
4359.139412214787,s2n4,loader2
4359.139412214787,loader2,s2n4
4383.806883593084,s2n3,U_Q
4383.806883593084,unloaderq,0
4383.806883593084,unloaderq,0
4383.806883593084,s2n3,unloader
4383.806883593084,unloader,s2n3
4385.291701430789,unloader,ready
4385.291701430789,truck_pile,1604.5779196719986
4385.291701430789,s2n3,0t
4393.670104231075,loader1,ready
4393.670104231075,s1n6,326.4t
4393.670104231075,loader1q,3
4393.670104231075,s1n4,loader1
4393.670104231075,loader1,s1n4
4399.031294616255,s2n3,L_Q
4399.031294616255,loader2q,5
4399.031294616255,s2n3,L_Q
4418.242025600866,s1n6,U_Q
4418.242025600866,unloaderq,0
4418.242025600866,unloaderq,0
4418.242025600866,s1n6,unloader
4418.242025600866,unloader,s1n6
4419.840263200678,unloader,ready
4419.840263200678,truck_pile,1931.0048682736183
4419.840263200678,s1n6,0t
4433.468898143666,s1n6,L_Q
4433.468898143666,loader1q,4
4433.468898143666,s1n6,L_Q
4487.668650135959,loader2,ready
4487.668650135959,s2n4,275.6t
4487.668650135959,loader2q,4
4487.668650135959,s2n6,loader2
4487.668650135959,loader2,s2n6
4496.404370961859,loader1,ready
4496.404370961859,s1n4,297.3t
4496.404370961859,loader1q,3
4496.404370961859,s1n5,loader1
4496.404370961859,loader1,s1n5
4512.441240986619,s2n4,U_Q
4512.441240986619,unloaderq,0
4512.441240986619,unloaderq,0
4512.441240986619,s2n4,unloader
4512.441240986619,unloader,s2n4
4513.930315338063,unloader,ready
4513.930315338063,truck_pile,2206.604675405876
4513.930315338063,s2n4,0t
4522.953893494224,s1n4,U_Q
4522.953893494224,unloaderq,0
4522.953893494224,unloaderq,0
4522.953893494224,s1n4,unloader
4522.953893494224,unloader,s1n4
4524.313680461184,unloader,ready
4524.313680461184,truck_pile,2503.936590867853
4524.313680461184,s1n4,0t
4528.221069430046,s2n4,L_Q
4528.221069430046,loader2q,5
4528.221069430046,s2n4,L_Q
4539.201571843012,s1n4,L_Q
4539.201571843012,loader1q,4
4539.201571843012,s1n4,L_Q
4560.427463607047,s2n5dt,good
4560.427463607047,loader2q,6
4560.427463607047,s2n5,L_Q
4576.550723813545,s1n7dt,good
4576.550723813545,loader1q,5
4576.550723813545,s1n7,L_Q
4582.379546861492,s2n3dt,down
4618.859832749651,loader2,ready
4618.859832749651,s2n6,279.6t
4618.859832749651,loader2q,4
4618.859832749651,s2n7,loader2
4618.859832749651,loader2,s2n7
4621.540893010518,plantdt,good
4623.1776045341485,loader1,ready
4623.1776045341485,s1n5,307.6t
4623.1776045341485,loader1q,4
4623.1776045341485,s1n1,loader1
4623.1776045341485,loader1,s1n1
4644.321486321474,s2n6,U_Q
4644.321486321474,unloaderq,0
4644.321486321474,unloaderq,0
4644.321486321474,s2n6,unloader
4644.321486321474,unloader,s2n6
4645.831746930539,unloader,ready
4645.831746930539,truck_pile,2783.5370478692475
4645.831746930539,s2n6,0t
4648.840867223961,s1n5,U_Q
4648.840867223961,unloaderq,0
4648.840867223961,unloaderq,0
4648.840867223961,s1n5,unloader
4648.840867223961,unloader,s1n5
4650.287953708065,unloader,ready
4650.287953708065,truck_pile,3091.115248887621
4650.287953708065,s1n5,0t
4661.673599153055,s2n6,L_Q
4661.673599153055,loader2q,5
4661.673599153055,s2n6,L_Q
4666.429293530369,s1n5,L_Q
4666.429293530369,loader1q,5
4666.429293530369,s1n5,L_Q
4678.684557756265,unloaderdt,down
4720,rail_status,cancel
4720,rail_time,4720
4720,rail_status,next train
4720,rail_time,5370
4727.775075106434,loader2,ready
4727.775075106434,s2n7,300.9t
4727.775075106434,loader2q,4
4727.775075106434,s2n2,loader2
4727.775075106434,loader2,s2n2
4752.067305119896,s2n7,U_Q
4752.067305119896,unloaderq,1
4752.376423636421,loader1,ready
4752.376423636421,s1n1,326.6t
4752.376423636421,loader1q,4
4752.376423636421,s1n3,loader1
4752.376423636421,loader1,s1n3
4778.97022555477,s1n1,U_Q
4778.97022555477,unloaderq,2
4830.9984219734215,unloaderdt,good
4830.9984219734215,unloaderq,1
4830.9984219734215,s2n7,unloader
4830.9984219734215,unloader,s2n7
4832.38383691684,unloader,ready
4832.38383691684,truck_pile,3392.033364038201
4832.38383691684,s2n7,0t
4832.38383691684,unloaderq,0
4832.38383691684,s1n1,unloader
4832.38383691684,unloader,s1n1
4834.0026197400675,unloader,ready
4834.0026197400675,truck_pile,3718.6292647488194
4834.0026197400675,s1n1,0t
4846.220363333928,s2n7,L_Q
4846.220363333928,loader2q,5
4846.220363333928,s2n7,L_Q
4849.784247513833,s1n1,L_Q
4849.784247513833,loader1q,5
4849.784247513833,s1n1,L_Q
4857.71618957126,loader2,ready
4857.71618957126,s2n2,300.8t
4857.71618957126,loader2q,4
4857.71618957126,s2n1,loader2
4857.71618957126,loader2,s2n1
4882.6253679681995,loader1,ready
4882.6253679681995,s1n3,300.2t
4882.6253679681995,loader1q,4
4882.6253679681995,s1n6,loader1
4882.6253679681995,loader1,s1n6
4882.639274369905,s2n2,U_Q
4882.639274369905,unloaderq,0
4882.639274369905,unloaderq,0
4882.639274369905,s2n2,unloader
4882.639274369905,unloader,s2n2
4884.281605957375,unloader,ready
4884.281605957375,truck_pile,4019.4789755038537
4884.281605957375,s2n2,0t
4899.7898319114,s2n2,L_Q
4899.7898319114,loader2q,5
4899.7898319114,s2n2,L_Q
4908.3707361104825,s1n3,U_Q
4908.3707361104825,unloaderq,0
4908.3707361104825,unloaderq,0
4908.3707361104825,s1n3,unloader
4908.3707361104825,unloader,s1n3
4909.826757897684,unloader,ready
4909.826757897684,truck_pile,4319.656973998674
4909.826757897684,s1n3,0t
4923.434845103007,s1n3,L_Q
4923.434845103007,loader1q,5
4923.434845103007,s1n3,L_Q
4966.779527578067,loader2,ready
4966.779527578067,s2n1,316.0t
4966.779527578067,loader2q,4
4966.779527578067,s2n4,loader2
4966.779527578067,loader2,s2n4
4992.594834497331,s2n1,U_Q
4992.594834497331,unloaderq,0
4992.594834497331,unloaderq,0
4992.594834497331,s2n1,unloader
4992.594834497331,unloader,s2n1
4994.054195086352,unloader,ready
4994.054195086352,truck_pile,4635.668746746779
4994.054195086352,s2n1,0t
5001.911196259406,loader1,ready
5001.911196259406,s1n6,305.4t
5001.911196259406,loader1q,4
5001.911196259406,s1n4,loader1
5001.911196259406,loader1,s1n4
5007.73675206833,s2n1,L_Q
5007.73675206833,loader2q,5
5007.73675206833,s2n1,L_Q
5026.641364646807,s1n6,U_Q
5026.641364646807,unloaderq,0
5026.641364646807,unloaderq,0
5026.641364646807,s1n6,unloader
5026.641364646807,unloader,s1n6
5028.038155634974,unloader,ready
5028.038155634974,truck_pile,4941.0518596674
5028.038155634974,s1n6,0t
5043.155681742049,s1n6,L_Q
5043.155681742049,loader1q,5
5043.155681742049,s1n6,L_Q
5096.684501162164,loader2,ready
5096.684501162164,s2n4,271.1t
5096.684501162164,loader2q,4
5096.684501162164,s2n5,loader2
5096.684501162164,loader2,s2n5
5119.595970162908,s2n4,U_Q
5119.595970162908,unloaderq,0
5119.595970162908,unloaderq,0
5119.595970162908,s2n4,unloader
5119.595970162908,unloader,s2n4
5121.214115131703,unloader,ready
5121.214115131703,truck_pile,5212.122049345866
5121.214115131703,s2n4,0t
5124,truck_pile,4962.122049345866
5124,plant_in,ON
5126.012342713775,loader1,ready
5126.012342713775,s1n4,324.6t
5126.012342713775,loader1q,4
5126.012342713775,s1n7,loader1
5126.012342713775,loader1,s1n7
5127,plant,250
5127,plant_in,OFF
5127,truck_pile,4712.122049345866
5127,plant_in,ON
5130,plant,500
5130,plant_in,OFF
5130,truck_pile,4462.122049345866
5130,plant_in,ON
5133,plant,750
5133,plant_in,OFF
5133,truck_pile,4212.122049345866
5133,plant_in,ON
5135.541556471097,s2n4,L_Q
5135.541556471097,loader2q,5
5135.541556471097,s2n4,L_Q
5136,plant,1000
5136,plant_in,OFF
5136,plant_in,OFF
5136,plant,1000
5136,truck_pile,3962.122049345866
5136,plant_in,ON
5136,plant_out,ON
5136,plant,1000
5139,train_pile,8375.0
5139,plant_out,OFF
5139,plant,1000
5139,plant_in,OFF
5139,plant_out,ON
5139,plant,750
5139,truck_pile,3712.122049345866
5139,plant_in,ON
5142,train_pile,8500.0
5142,plant_out,OFF
5142,plant,1000
5142,plant_in,OFF
5142,plant_out,ON
5142,plant,750
5142,truck_pile,3462.122049345866
5142,plant_in,ON
5145,train_pile,8625.0
5145,plant_out,OFF
5145,plant,1000
5145,plant_in,OFF
5145,plant_out,ON
5145,plant,750
5145,truck_pile,3212.122049345866
5145,plant_in,ON
5148,train_pile,8750.0
5148,plant_out,OFF
5148,plant,1000
5148,plant_in,OFF
5148,plant_out,ON
5148,plant,750
5148,truck_pile,2962.122049345866
5148,plant_in,ON
5149.907053383613,s1n4,U_Q
5149.907053383613,unloaderq,0
5149.907053383613,unloaderq,0
5149.907053383613,s1n4,unloader
5149.907053383613,unloader,s1n4
5151,train_pile,8875.0
5151,plant_out,OFF
5151,plant,1000
5151,plant_in,OFF
5151,plant_out,ON
5151,plant,750
5151,truck_pile,2712.122049345866
5151,plant_in,ON
5151.3951610880695,unloader,ready
5151.3951610880695,truck_pile,3036.684350460936
5151.3951610880695,s1n4,0t
5154,train_pile,9000.0
5154,plant_out,OFF
5154,plant,1000
5154,plant_in,OFF
5154,plant_out,ON
5154,plant,750
5154,truck_pile,2786.684350460936
5154,plant_in,ON
5157,train_pile,9125.0
5157,plant_out,OFF
5157,plant,1000
5157,plant_in,OFF
5157,plant_out,ON
5157,plant,750
5157,truck_pile,2536.684350460936
5157,plant_in,ON
5160,train_pile,9250.0
5160,plant_out,OFF
5160,plant,1000
5160,plant_in,OFF
5160,plant_out,ON
5160,plant,750
5160,truck_pile,2286.684350460936
5160,plant_in,ON
5163,train_pile,9375.0
5163,plant_out,OFF
5163,plant,1000
5163,plant_in,OFF
5163,plant_out,ON
5163,plant,750
5163,truck_pile,2036.684350460936
5163,plant_in,ON
5166,train_pile,9500.0
5166,plant_out,OFF
5166,plant,1000
5166,plant_in,OFF
5166,plant_out,ON
5166,plant,750
5166,truck_pile,1786.684350460936
5166,plant_in,ON
5166.489361440879,s1n4,L_Q
5166.489361440879,loader1q,5
5166.489361440879,s1n4,L_Q
5169,train_pile,9625.0
5169,plant_out,OFF
5169,plant,1000
5169,plant_in,OFF
5169,plant_out,ON
5169,plant,750
5169,truck_pile,1536.684350460936
5169,plant_in,ON
5172,train_pile,9750.0
5172,plant_out,OFF
5172,plant,1000
5172,plant_in,OFF
5172,plant_out,ON
5172,plant,750
5172,truck_pile,1286.684350460936
5172,plant_in,ON
5175,train_pile,9875.0
5175,plant_out,OFF
5175,plant,1000
5175,plant_in,OFF
5175,plant_out,ON
5175,plant,750
5175,truck_pile,1036.684350460936
5175,plant_in,ON
5178,train_pile,10000.0
5178,plant_out,OFF
5178,plant,1000
5178,plant_in,OFF
5178,plant_out,ON
5178,plant,750
5178,truck_pile,786.684350460936
5178,plant_in,ON
5181,train_pile,10125.0
5181,plant_out,OFF
5181,plant,1000
5181,plant_in,OFF
5181,plant_out,ON
5181,plant,750
5181,truck_pile,536.684350460936
5181,plant_in,ON
5184,train_pile,10250.0
5184,plant_out,OFF
5184,plant,1000
5184,plant_in,OFF
5184,plant_out,ON
5184,plant,750
5184,truck_pile,286.684350460936
5184,plant_in,ON
5187,train_pile,10375.0
5187,plant_out,OFF
5187,plant,1000
5187,plant_in,OFF
5187,plant_out,ON
5187,plant,750
5187,truck_pile,36.684350460936
5187,plant_in,ON
5190,train_pile,10500.0
5190,plant_out,OFF
5190,plant,1000
5190,plant_in,OFF
5190,plant_out,ON
5190,plant,750
5193,train_pile,10625.0
5193,plant_out,OFF
5193,plant_out,ON
5193,plant,500
5195.1702528112355,loader2,ready
5195.1702528112355,s2n5,296.7t
5195.1702528112355,loader2q,4
5195.1702528112355,s2n6,loader2
5195.1702528112355,loader2,s2n6
5196,train_pile,10750.0
5196,plant_out,OFF
5196,plant_out,ON
5196,plant,250
5199,train_pile,10875.0
5199,plant_out,OFF
5199,plant_out,ON
5199,plant,0
5202,train_pile,11000.0
5202,plant_out,OFF
5220.025140981407,s2n5,U_Q
5220.025140981407,unloaderq,0
5220.025140981407,unloaderq,0
5220.025140981407,s2n5,unloader
5220.025140981407,unloader,s2n5
5221.375247786218,unloader,ready
5221.375247786218,truck_pile,333.3731960174682
5221.375247786218,s2n5,0t
5235.958395165813,loader1,ready
5235.958395165813,s1n7,286.6t
5235.958395165813,loader1q,4
5235.958395165813,s1n5,loader1
5235.958395165813,loader1,s1n5
5237.010629887199,s2n5,L_Q
5237.010629887199,loader2q,5
5237.010629887199,s2n5,L_Q
5245.298026946979,s1n7dt,down
5304.213657081955,loader2,ready
5304.213657081955,s2n6,317.9t
5304.213657081955,loader2q,4
5304.213657081955,s2n7,loader2
5304.213657081955,loader2,s2n7
5310,rail_status,cancel
5310,rail_time,5310
5310,rail_status,next train
5310,rail_time,5960
5330.948471202371,s2n6,U_Q
5330.948471202371,unloaderq,0
5330.948471202371,unloaderq,0
5330.948471202371,s2n6,unloader
5330.948471202371,unloader,s2n6
5332.571584654412,unloader,ready
5332.571584654412,truck_pile,651.2703531062122
5332.571584654412,s2n6,0t
5343.4143683825605,s1n7dt,good
5346.7163025828995,s2n6,L_Q
5346.7163025828995,loader2q,5
5346.7163025828995,s2n6,L_Q
5353.897507102041,loader1,ready
5353.897507102041,s1n5,329.7t
5353.897507102041,loader1q,3
5353.897507102041,s1n1,loader1
5353.897507102041,loader1,s1n1
5357.600055084674,s1n7,U_Q
5357.600055084674,unloaderq,0
5357.600055084674,unloaderq,0
5357.600055084674,s1n7,unloader
5357.600055084674,unloader,s1n7
5359.113820468077,unloader,ready
5359.113820468077,truck_pile,937.8993590152188
5359.113820468077,s1n7,0t
5375.544176582344,s1n7,L_Q
5375.544176582344,loader1q,4
5375.544176582344,s1n7,L_Q
5380.1192550189335,s1n5,U_Q
5380.1192550189335,unloaderq,0
5380.1192550189335,unloaderq,0
5380.1192550189335,s1n5,unloader
5380.1192550189335,unloader,s1n5
5381.7664380030055,unloader,ready
5381.7664380030055,truck_pile,1267.6152883854347
5381.7664380030055,s1n5,0t
5397.233358180017,s1n5,L_Q
5397.233358180017,loader1q,5
5397.233358180017,s1n5,L_Q
5430.187447546193,loader2,ready
5430.187447546193,s2n7,307.6t
5430.187447546193,loader2dt,down
5434.064016793808,loader2dt,good
5434.064016793808,loader2q,4
5434.064016793808,s2n2,loader2
5434.064016793808,loader2,s2n2
5454.195618288822,s2n7,U_Q
5454.195618288822,unloaderq,0
5454.195618288822,unloaderq,0
5454.195618288822,s2n7,unloader
5454.195618288822,unloader,s2n7
5455.583216257652,unloader,ready
5455.583216257652,truck_pile,1575.2410807257106
5455.583216257652,s2n7,0t
5460.542437260162,s2n2dt,down
5460.542437260162,loader2q,3
5460.542437260162,s2n1,loader2
5460.542437260162,loader2,s2n1
5461.4601550398365,s2n3dt,down
5471.139247567289,s2n7,L_Q
5471.139247567289,loader2q,4
5471.139247567289,s2n7,L_Q
5473.877660151441,loader1,ready
5473.877660151441,s1n1,317.7t
5473.877660151441,loader1q,4
5473.877660151441,s1n3,loader1
5473.877660151441,loader1,s1n3
5496.859415227582,s1n1,U_Q
5496.859415227582,unloaderq,0
5496.859415227582,unloaderq,0
5496.859415227582,s1n1,unloader
5496.859415227582,unloader,s1n1
5498.387848708034,unloader,ready
5498.387848708034,truck_pile,1892.9772895217845
5498.387848708034,s1n1,0t
5514.0596235375815,s1n1,L_Q
5514.0596235375815,loader1q,5
5514.0596235375815,s1n1,L_Q
5575.117343389244,loader2,ready
5575.117343389244,s2n1,302.6t
5575.117343389244,loader2q,3
5575.117343389244,s2n4,loader2
5575.117343389244,loader2,s2n4
5599.187171603812,loader1,ready
5599.187171603812,s1n3,277.3t
5599.187171603812,loader1q,4
5599.187171603812,s1n6,loader1
5599.187171603812,loader1,s1n6
5602.230805252002,s2n1,U_Q
5602.230805252002,unloaderq,0
5602.230805252002,unloaderq,0
5602.230805252002,s2n1,unloader
5602.230805252002,unloader,s2n1
5603.783845930724,unloader,ready
5603.783845930724,truck_pile,2195.5812297754173
5603.783845930724,s2n1,0t
5620.040775503867,s2n1,L_Q
5620.040775503867,loader2q,4
5620.040775503867,s2n1,L_Q
5622.075635815315,s1n3,U_Q
5622.075635815315,unloaderq,0
5622.075635815315,unloaderq,0
5622.075635815315,s1n3,unloader
5622.075635815315,unloader,s1n3
5623.688955413779,unloader,ready
5623.688955413779,truck_pile,2472.857887782414
5623.688955413779,s1n3,0t
5639.044063280724,s1n3,L_Q
5639.044063280724,loader1q,5
5639.044063280724,s1n3,L_Q
5699.3447081367185,loader2,ready
5699.3447081367185,s2n4,279.5t
5699.3447081367185,loader2dt,down
5714.424521552369,loader1,ready
5714.424521552369,s1n6,276.6t
5714.424521552369,loader1q,4
5714.424521552369,s1n4,loader1
5714.424521552369,loader1,s1n4
5722.73171839993,s2n4,U_Q
5722.73171839993,unloaderq,0
5722.73171839993,unloaderq,0
5722.73171839993,s2n4,unloader
5722.73171839993,unloader,s2n4
5724.08178076982,unloader,ready
5724.08178076982,truck_pile,2752.3540591633564
5724.08178076982,s2n4,0t
5740.01398098286,s2n4,L_Q
5740.01398098286,loader2q,5
5740.01398098286,s2n4,L_Q
5740.540377153489,s1n6,U_Q
5740.540377153489,unloaderq,0
5740.540377153489,unloaderq,0
5740.540377153489,s1n6,unloader
5740.540377153489,unloader,s1n6
5742.062239002101,unloader,ready
5742.062239002101,truck_pile,3028.973787672215
5742.062239002101,s1n6,0t
5758.200770390304,s1n6,L_Q
5758.200770390304,loader1q,5
5758.200770390304,s1n6,L_Q
5812.321661951365,s2n2dt,down
5822.918044196183,loader1,ready
5822.918044196183,s1n4,283.8t
5822.918044196183,loader1q,4
5822.918044196183,s1n7,loader1
5822.918044196183,loader1,s1n7
5832.48045573827,s2n3dt,good
5832.48045573827,loader2q,6
5832.48045573827,s2n3,L_Q
5849.540116520507,s1n4,U_Q
5849.540116520507,unloaderq,0
5849.540116520507,unloaderq,0
5849.540116520507,s1n4,unloader
5849.540116520507,unloader,s1n4
5851.188343497842,unloader,ready
5851.188343497842,truck_pile,3312.8165347573517
5851.188343497842,s1n4,0t
5866.421381582059,s1n4,L_Q
5866.421381582059,loader1q,5
5866.421381582059,s1n4,L_Q
5900,rail_status,cancel
5900,rail_time,5900
5900,rail_status,next train
5900,rail_time,6550
5938.034423101798,loader1,ready
5938.034423101798,s1n7,284.4t
5938.034423101798,loader1q,4
5938.034423101798,s1n5,loader1
5938.034423101798,loader1,s1n5
5961.336517552439,s1n7,U_Q
5961.336517552439,unloaderq,0
5961.336517552439,unloaderq,0
5961.336517552439,s1n7,unloader
5961.336517552439,unloader,s1n7
5962.717248843488,unloader,ready
5962.717248843488,truck_pile,3597.1796396742543
5962.717248843488,s1n7,0t
5976.32803841743,s1n7,L_Q
5976.32803841743,loader1q,5
5976.32803841743,s1n7,L_Q
